"Item"      ,"Indicators" ,"Status"       ,"Description"                         ,"Part Status" ,"Order Qty" ,"Shortage Date" ,"Multi-sourced" ,"Part Type Code" ,"Manufacturing LT" ,"Product Family" ,"Material Type" ,"Replenishement LT" ,"LT offset" ,"Max Order Qty" ,"Min Order Qty" ,"Multiple order qty" ,"Container Qty" ,"Phase-in"   ,"Phase-out"  ,"UOM" ,"Report Field 1"     ,"Report Field 2" ,"Report Field 3" ,"Report Field 4" ,"Report Field 5" ,"Report Field 6" ,"Report Field 7" ,"Report Field 8" ,"Report Field 9" ,"Report Field 10" ,"Planner Code" ,"Supplier Code" ,"Order Value" ,"Original Order Qty" ,"On-hand Qty" ,"Excess Qty" ,"Shortage Quantity" ,"Special Demand" ,"Planned Receipt" ,"Material" ,"Capacity" ,"Flagged" ,"RTO Priority" ,"Rule"   ,"Resource ID"        ,"Work Center Code" ,"WC Supplier Code" ,"Ordering Group"                      ,"Production Version" ,"Supply type"  ,"Location" ,"Reference"                ,"Settings"
"550045620" ,""           ,"YELLOWVOLUME" ,"Tellus S2 MX 32_1*209L_A1W8"         ,"02"          ,"3"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001F8438002VSHA1W8" ,"0.0133747"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"ZK"             ,"APME"           ,""                ,"185"          ,"I317"          ,"47851.71"    ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-17"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I335"     ,"SHELLLUBES2802227256"     ,"LOC~I335~ITEM~550045620~SUP~I317~REF~SHELLLUBES2802227256"
"550045611" ,""           ,"REDVOLUME"    ,"Tellus S2 MX 68_1*20L_A1W8"          ,"02"          ,"3"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001F8440002VNAA1W8" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"ZF"             ,"APME"           ,""                ,"185"          ,"I480"          ,"5010"        ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-04"      ,"No"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I389"     ,"SHELLLUBES2802227247"     ,"LOC~I389~ITEM~550045611~SUP~I480~REF~SHELLLUBES2802227247"
"550045620" ,""           ,"REDVOLUME"    ,"Tellus S2 MX 32_1*209L_A1W8"         ,"02"          ,"2"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001F8438002VSHA1W8" ,"0.0133747"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"ZK"             ,"APME"           ,""                ,"185"          ,"I480"          ,"31901.14"    ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-08"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I337"     ,"SHELLLUBES2802227257"     ,"LOC~I337~ITEM~550045620~SUP~I480~REF~SHELLLUBES2802227257"
"550045620" ,""           ,"REDVOLUME"    ,"Tellus S2 MX 32_1*209L_A1W8"         ,"02"          ,"2"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"5"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001F8438002VSHA1W8" ,"0.0133747"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"ZK"             ,"APME"           ,""                ,"185"          ,"I480"          ,"31901.14"    ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-09"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I339"     ,"SHELLLUBES2802227258"     ,"LOC~I339~ITEM~550045620~SUP~I480~REF~SHELLLUBES2802227258"
"550045621" ,""           ,"YELLOWVOLUME" ,"Tellus S2 MX 100_1*209L_A1W8"        ,"02"          ,"2"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001F8441002VSHA1W8" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"ZK"             ,"APME"           ,""                ,"185"          ,"I317"          ,"35365.68"    ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-17"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I337"     ,"SHELLLUBES2802227269"     ,"LOC~I337~ITEM~550045621~SUP~I317~REF~SHELLLUBES2802227269"
"550050439" ,""           ,"REDVOLUME"    ,"ShellHD415W40CI4_1*209L_A1W8"        ,"02"          ,"1"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001H1057002VSHA1W8" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I317"          ,"19258.26"    ,"4"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-03"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I389"     ,"SHELLLUBES2802229208"     ,"LOC~I389~ITEM~550050439~SUP~I317~REF~SHELLLUBES2802229208"
"550050443" ,""           ,"REDVOLUME"    ,"BMWGR LL01 5W30 2019_1*209L_A548"    ,"02"          ,"2"         ,""              ,"false"         ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"5"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001H0204002XJIA548" ,"0.0133747"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"64364.36"    ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-08"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I477"     ,"SHELLLUBES2802229218"     ,"LOC~I477~ITEM~550050443~SUP~I480~REF~SHELLLUBES2802229218"
"550050500" ,""           ,"REDVOLUME"    ,"SuzukiEcstarNEXA0W16_1*209L_A231"    ,"02"          ,"3"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"5"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001G0813002VIDA231" ,"0.0133747"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"101341.32"   ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-07"      ,"No"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I477"     ,"SHELLLUBES2802229256"     ,"LOC~I477~ITEM~550050500~SUP~I480~REF~SHELLLUBES2802229256"
"550050663" ,""           ,"YELLOWVOLUME" ,"Ford5W30Fullsyn913D_1*209L_A763"     ,"02"          ,"1"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"25"                ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001G8889002XJIA763" ,"0.0205822"      ,"X3"             ,"X"              ,"1"              ,""               ,""               ,"ZC"             ,"APME"           ,""                ,"185"          ,"P083"          ,"19321.75"    ,"1"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-04-04"      ,"NA"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"P082"     ,"SHELLLUBES2802229294"     ,"LOC~P082~ITEM~550050663~SUP~P083~REF~SHELLLUBES2802229294"
"550045710" ,""           ,"REDVOLUME"    ,"RimR2 Extra15W40CF4_1*209L_A1W8"     ,"02"          ,"2"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"5"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001F7728002VSHA1W8" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"ZI"             ,"APME"           ,""                ,"185"          ,"I480"          ,"34717.86"    ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-09"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I339"     ,"SHELLLUBES2802227352"     ,"LOC~I339~ITEM~550045710~SUP~I480~REF~SHELLLUBES2802227352"
"550045744" ,""           ,"REDVOLUME"    ,"BharatBenzGrMB267.1_1*180kg_A416"    ,"02"          ,"3"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001F9888002XLAA416" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"ZF"             ,"APME"           ,""                ,"285"          ,"I480"          ,"127846.73"   ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-08"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I337"     ,"SHELLLUBES2802227379"     ,"LOC~I337~ITEM~550045744~SUP~I480~REF~SHELLLUBES2802227379"
"550045744" ,""           ,"REDVOLUME"    ,"BharatBenzGrMB267.1_1*180kg_A416"    ,"02"          ,"3"         ,""              ,"false"         ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"5"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001F9888002XLAA416" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"ZF"             ,"APME"           ,""                ,"285"          ,"I480"          ,"127846.73"   ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-09"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I351"     ,"SHELLLUBES2802227381"     ,"LOC~I351~ITEM~550045744~SUP~I480~REF~SHELLLUBES2802227381"
"550046015" ,""           ,"YELLOWVOLUME" ,"Tellus S2 MX 22_1*209L_A1W8"         ,"02"          ,"1"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001F8437002VSHA1W8" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"ZF"             ,"APME"           ,""                ,"185"          ,"I480"          ,"15431.89"    ,"1"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-04"      ,"No"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I389"     ,"SHELLLUBES2802227463"     ,"LOC~I389~ITEM~550046015~SUP~I480~REF~SHELLLUBES2802227463"
"550046179" ,""           ,"REDVOLUME"    ,"QS FS 0W20_1*975L_A1WJ"              ,"02"          ,"3"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"12"                ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001G1650002X4LA1WJ" ,"0.7952130"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"TB"             ,"NA"             ,""                ,"185"          ,"U379"          ,"10563.03"    ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-16"      ,"NA"       ,"Yes"      ,"false"   ,"5"            ,"BUFFER" ,"C512 PALLET SPACES" ,"C512 RDC WHSE"    ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"C512"     ,"SHELLLUBES2802227536"     ,"LOC~C512~ITEM~550046179~SUP~U379~REF~SHELLLUBES2802227536"
"550050861" ,""           ,"REDVOLUME"    ,"Adv4TAX7Sc10W30SMMB_12*0.8L_A343"    ,"02"          ,"3"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"3"             ,"1"                  ,"65"            ,"1900-01-01" ,"2999-01-01" ,"KAR" ,"001G5290002XDNA343" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I480"          ,"3652.67"     ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-03"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I411"     ,"SHELLLUBES2802229394"     ,"LOC~I411~ITEM~550050861~SUP~I480~REF~SHELLLUBES2802229394"
"550046307" ,""           ,"RTO"          ,"HlxUltraECTC2C30W30_3*5L_EURO"       ,"02"          ,"1"         ,"2022-02-28"    ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"2"                 ,"0"         ,"3200"          ,"2080"          ,"1"                  ,"45"            ,"1900-01-01" ,"2999-01-01" ,"KAR" ,"001F2651002YAPEURO" ,"1.1888484"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"ZI"             ,"ERA"            ,""                ,"185"          ,"D133"          ,"28"          ,"2080"               ,""            ,"435"        ,"-172"              ,"true"           ,"2022-03-02"      ,"Yes"      ,"NA"       ,"true"    ,"5"            ,"RTO"    ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"D236"     ,"SHELLLUBES2802227638"     ,"LOC~D236~ITEM~550046307~SUP~D133~REF~SHELLLUBES2802227638"
"550046513" ,""           ,"YELLOWVOLUME" ,"Argina S3 40_1*209L_A1W8"            ,"02"          ,"1"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001G1526002VSHA1W8" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"I317"          ,"21511.76"    ,"1"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-04"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I337"     ,"SHELLLUBES2802227749"     ,"LOC~I337~ITEM~550046513~SUP~I317~REF~SHELLLUBES2802227749"
"550046515" ,""           ,"REDVOLUME"    ,"Argina S5 40_1*209L_A1W8"            ,"02"          ,"2"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"4"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001G1524002VSHA1W8" ,"0.0133747"      ,"X2"             ,"X"              ,"1"              ,""               ,""               ,"ZI"             ,"APME"           ,""                ,"185"          ,"I317"          ,"50276.58"    ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-17"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I340"     ,"SHELLLUBES2802227756"     ,"LOC~I340~ITEM~550046515~SUP~I317~REF~SHELLLUBES2802227756"
"550051273" ,""           ,"REDVOLUME"    ,"QS FS 5W20_1*975L_A1WJ"              ,"02"          ,"2"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"10"                ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001G1651002X4LA1WJ" ,"1"              ,"X1"             ,"X"              ,"1"              ,"NA Region"      ,""               ,"EX"             ,"NA"             ,"LOBP"            ,"185"          ,"U022"          ,"3582.84"     ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-23"      ,"NA"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"U003"     ,"SHELLLUBES2802229547"     ,"LOC~U003~ITEM~550051273~SUP~U022~REF~SHELLLUBES2802229547"
"550051273" ,""           ,"RTO"          ,"QS FS 5W20_1*975L_A1WJ"              ,"02"          ,"2"         ,"2022-02-28"    ,"true"          ,"MTO"            ,""                 ,"YPAC"           ,"F"             ,"9"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001G1651002X4LA1WJ" ,"1"              ,"Z2"             ,"X"              ,"1"              ,"NA Region"      ,""               ,"EX"             ,"NA"             ,""                ,"185"          ,"U379"          ,"3582.84"     ,"2"                  ,""            ,"0"          ,"-2"                ,"true"           ,"2022-03-09"      ,"NA"       ,"Yes"      ,"false"   ,"5"            ,"RTO"    ,"TOTAL WHSE"         ,"HRDC WHSE"        ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"U022"     ,"SHELLLUBES2802229548"     ,"LOC~U022~ITEM~550051273~SUP~U379~REF~SHELLLUBES2802229548"
"550046659" ,""           ,"GREENVOLUME"  ,"HelixUltraA5B50W30_12*1L_EURO"       ,"02"          ,"1"         ,""              ,"false"         ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"2"                 ,"0"         ,"2125"          ,"1375"          ,"1"                  ,"75"            ,"1900-01-01" ,"2999-01-01" ,"KAR" ,"001F0279002YANEURO" ,"1.1888484"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"ERA"            ,""                ,"185"          ,"D133"          ,"27.9"        ,"1375"               ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-02"      ,"No"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"D236"     ,"SHELLLUBES2802227824"     ,"LOC~D236~ITEM~550046659~SUP~D133~REF~SHELLLUBES2802227824"
"550046691" ,""           ,"REDVOLUME"    ,"Omala S4 GXV 220_1*1000L_A1P5"       ,"02"          ,"2"         ,""              ,"false"         ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"8"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"2021-02-15" ,"2999-01-01" ,"EA"  ,"001F8458002VJWA1P5" ,"1.1888484"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"ZC"             ,"ERA"            ,""                ,"185"          ,"D236"          ,"7811.84"     ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-10"      ,"NA"       ,"Yes"      ,"false"   ,"5"            ,"BUFFER" ,"HBWSTORAGE"         ,"HBWSTORAGE"       ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"E302"     ,"SHELLLUBES2802227849"     ,"LOC~E302~ITEM~550046691~SUP~D236~REF~SHELLLUBES2802227849"
"550046758" ,""           ,"YELLOWVOLUME" ,"Gadinia S3 40_1*1000L_A246"          ,"02"          ,"3"         ,""              ,"false"         ,"FPE"            ,""                 ,"YPAC"           ,"E"             ,"7"                 ,"0"         ,"25"            ,"3"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001G1523002VJWA246" ,"1.1888484"      ,"X1"             ,"X"              ,"0"              ,""               ,""               ,"EX"             ,"ERA"            ,""                ,"150"          ,"I250"          ,"3875.88"     ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-10"      ,"Yes"      ,"Yes"      ,"false"   ,"5"            ,"BUFFER" ,"LFI-1IBC"           ,"LFI"              ,""                 ,"None"                                ,"0001"               ,"Manufactured" ,"I250"     ,"SHELLLUBES2802227868"     ,"LOC~I250~ITEM~550046758~SUP~I250~REF~SHELLLUBES2802227868"
"550046794" ,""           ,"YELLOWVOLUME" ,"AGCO TO 15W-40_1*209L_A365"          ,"02"          ,"1"         ,""              ,"false"         ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"2"                 ,"0"         ,"0"             ,"44"            ,"4"                  ,"4"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001G3069002XP7A365" ,"1.1888484"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"ZK"             ,"ERA"            ,""                ,"185"          ,"F254"          ,"354.61"      ,"44"                 ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-02"      ,"NA"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"F477"     ,"SHELLLUBES2802227894"     ,"LOC~F477~ITEM~550046794~SUP~F254~REF~SHELLLUBES2802227894"
"550046916" ,""           ,"YELLOWVOLUME" ,"HelixUltraAZ5W40_1*209L_A453"        ,"02"          ,"3"         ,""              ,"true"          ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"6"                 ,"0"         ,"0"             ,"3"             ,"1"                  ,"1"             ,"1900-01-01" ,"2999-01-01" ,"EA"  ,"001G2282002VSHA453" ,"0.0133747"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"ZF"             ,"APME"           ,""                ,"185"          ,"I317"          ,"65859.18"    ,"3"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-21"      ,"Yes"      ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"I349"     ,"SHELLLUBES2802227918"     ,"LOC~I349~ITEM~550046916~SUP~I317~REF~SHELLLUBES2802227918"
"550047044" ,""           ,"REDVOLUME"    ,"Omala S4 GXV 460_1*1000L_A1P5"       ,"02"          ,"2"         ,""              ,"false"         ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"8"                 ,"0"         ,"0"             ,"1"             ,"1"                  ,"1"             ,"2021-02-15" ,"2999-01-01" ,"EA"  ,"001F8460002VJUA1P5" ,"1.1888484"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"ZC"             ,"ERA"            ,""                ,"185"          ,"D236"          ,"8500.94"     ,"2"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-10"      ,"NA"       ,"Yes"      ,"false"   ,"5"            ,"BUFFER" ,"HBWSTORAGE"         ,"HBWSTORAGE"       ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"E302"     ,"SHELLLUBES2802227949"     ,"LOC~E302~ITEM~550047044~SUP~D236~REF~SHELLLUBES2802227949"
"550051842" ,""           ,"RTO"          ,"HelixHX8_5W40SN+_4*4L_A753"          ,"02"          ,"2"         ,""              ,"false"         ,"MTO"            ,""                 ,"YPAC"           ,"F"             ,"2"                 ,"0"         ,"0"             ,"2000"          ,"1000"               ,"36"            ,"1900-01-01" ,"2999-01-01" ,"KAR" ,"001H2220002WMLA753" ,"0.0318172"      ,"Z1"             ,"X"              ,"1"              ,""               ,""               ,"ZJ"             ,"APME"           ,""                ,"185"          ,"T026"          ,"1457.87"     ,"0"                  ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-02"      ,"NA"       ,"NA"       ,"false"   ,"5"            ,"RTO"    ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"T804"     ,"SHELLLUBES28022215333"    ,"LOC~T804~ITEM~550051842~SUP~T026~REF~SHELLLUBES28022215333"
"550051871" ,""           ,"YELLOWVOLUME" ,"TPetchDEOSemSyn10W30_2*6L_A1TP"      ,"02"          ,"1"         ,""              ,"false"         ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"2"                 ,"0"         ,"4000"          ,"4000"          ,"4000"               ,"36"            ,"1900-01-01" ,"2999-01-01" ,"KAR" ,"001H3735002XJ8A1TP" ,"0.0318172"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"ZI"             ,"APME"           ,""                ,"185"          ,"T026"          ,"459.6"       ,"16000"              ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-02"      ,"NA"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"T804"     ,"SHELLLUBES2802229812"     ,"LOC~T804~ITEM~550051871~SUP~T026~REF~SHELLLUBES2802229812"
"550051872" ,""           ,"YELLOWVOLUME" ,"TPetchDEOFullSyn5W30_12*1L_A1TP"     ,"02"          ,"2"         ,""              ,"false"         ,"FPF"            ,""                 ,"YPAC"           ,"F"             ,"2"                 ,"0"         ,"0"             ,"750"           ,"750"                ,"48"            ,"1900-01-01" ,"2999-01-01" ,"KAR" ,"001H3736002W20A1TP" ,"0.0318172"      ,"X1"             ,"X"              ,"1"              ,""               ,""               ,"ZJ"             ,"APME"           ,""                ,"185"          ,"T026"          ,"1170.31"     ,"750"                ,""            ,"0"          ,"0"                 ,"true"           ,"2022-03-02"      ,"NA"       ,"NA"       ,"false"   ,"5"            ,"BUFFER" ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"T804"     ,"SHELLLUBES2802229813"     ,"LOC~T804~ITEM~550051872~SUP~T026~REF~SHELLLUBES2802229813"
"550051844" ,""           ,"RTO"          ,"HelixHX515W40SN+A3B3_4*4L_A753"      ,"02"          ,"1"         ,"2022-02-28"    ,"false"         ,"MTO"            ,""                 ,"YPAC"           ,"F"             ,"2"                 ,"0"         ,"0"             ,"2000"          ,"1000"               ,"36"            ,"1900-01-01" ,"2999-01-01" ,"KAR" ,"001H2258002W2GA753" ,"0.0318172"      ,"Z2"             ,"X"              ,"1"              ,""               ,""               ,"EX"             ,"APME"           ,""                ,"185"          ,"T026"          ,"626.67"      ,"8000"               ,""            ,"0"          ,"-7667"             ,"true"           ,"2022-03-02"      ,"NA"       ,"NA"       ,"false"   ,"5"            ,"RTO"    ,""                   ,""                 ,""                 ,"None"                                ,"None"               ,"Purchased"    ,"T037"     ,"SHELLLUBES2802229808"     ,"LOC~T037~ITEM~550051844~SUP~T026~REF~SHELLLUBES2802229808"
